myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,taskGoresp.keys,taskGoresp.rt,warmup_resp.keys,warmup_resp.corr,warmup_resp.rt,myownaccuracyCORR,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,first_character,second_character,Cue,left_categ,centleft_categ,centright_categ,right_categ,corr_ans,trial_cond,switch_cond,cuedCharacter,obj_category,image,participant,date,expName,psychopyVersion,OS,frameRate,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran
1,[],10,10,space,10.797,space,3.145,2,1,1.445,1,0,0,0,0,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,2,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/handrake01a.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
1,[],,,,,,,4,1,1.151,1,0,1,1,1,1,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/jumpingjack.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
1,[],,,,,,,3,1,0.95,1,0,2,2,2,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,3,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/racquetballracket.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
1,[],,,,,,,4,1,1.272,1,0,3,3,3,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,4,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/racquetballracket.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
0,[],,,,,,,3,0,1.571,0,0,4,4,4,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,1,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/crosscountryski.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
1,[],,,,,,,1,1,1.192,1,0,5,5,5,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/crosscountryski.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
1,[],,,,,,,3,1,0.866,1,0,6,6,6,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,3,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/jumpingjack.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
0,[],,,,,,,3,0,0.748,1,0,7,7,7,1,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,4,0,1,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/jug.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
1,[],,,,,,,2,1,0.921,1,0,8,8,8,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/pitchfork.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
0,[],,,,,,,4,0,1.705,1,0,9,9,9,1,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,0,1,stimuli/m2.jpg,Hand labour tool & accessory,stimuli/objects/boxcutter03a.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
0,[],,,,,,,2,0,1.547,0,0,10,10,10,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/gavel.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
0,[],,,,,,,2,0,0.634,0,0,11,11,11,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,4,0,1,stimuli/m5.jpg,Outdoor activity & sport item,stimuli/objects/swing.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
0,[],,,,,,,2,0,1.368,0,0,12,12,12,1,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,1,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/bicycle.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
1,[],,,,,,,2,1,1.358,1,0,13,13,13,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/racquetballracket.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
0,[],,,,,,,1,0,1.009,1,0,14,14,14,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,3,0,1,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/freezer02.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
0,[],,,,,,,4,0,1.154,1,0,15,15,15,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,0,1,stimuli/m2.jpg,Hand labour tool & accessory,stimuli/objects/handrake01a.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
1,[],,,,,,,2,1,0.759,1,0,16,16,16,1,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,2,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/rollerblade.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
0,[],,,,,,,2,0,0.438,0,0,17,17,17,1,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,1,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/hedgetrimmer.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
1,[],,,,,,,1,1,1.121,1,0,18,18,18,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/jumpingjack.jpg,1,2021-04-08_12h12.01.130,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,
